"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2017-03-02T18:32:21Z"
"Version","20170302183221"
"OfferCode","AmazonEC2"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Max Volume Size","Max IOPS/volume","Max IOPS Burst Performance","Max throughput/volume","Provisioned","Tenancy","EBS Optimized","Operating System","License Model","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Comments","Dedicated EBS Throughput","Enhanced Networking Supported","GPU","Instance Capacity - 10xlarge","Instance Capacity - 2xlarge","Instance Capacity - 4xlarge","Instance Capacity - 8xlarge","Instance Capacity - large","Instance Capacity - medium","Instance Capacity - xlarge","Intel AVX Available","Intel AVX2 Available","Intel Turbo Available","Physical Cores","Pre Installed S/W","Processor Features","Sockets"
"D7PCYNUH9TF8WHAR","38NPMPTW36","D7PCYNUH9TF8WHAR.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","57382","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Canada (Central)","AWS Region","x1.32xlarge",,"Memory optimized","128","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"CAN1-DedicatedUsage:x1.32xlarge","RunInstances",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"NA",,
"UXYZAK2KKURBJZDH","38NPMPTW36","UXYZAK2KKURBJZDH.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2015-12-31",,,"Quantity","15702","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","r3.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"USW2-BoxUsage:r3.8xlarge","RunInstances:0010",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"WNYWP7QUJ3MU8NVV","R5XV2EPZQZ","WNYWP7QUJ3MU8NVV.R5XV2EPZQZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1640000000","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","r3.2xlarge","Yes","Memory optimized","8","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"APS2-BoxUsage:r3.2xlarge","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"5V3T67JXMGR4TH34","6QCMYABX3D","5V3T67JXMGR4TH34.6QCMYABX3D.6YS6EN2CT7","Reserved","USD 0.0 per Linux/UNIX (Amazon VPC), m4.large instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"SAE1-BoxUsage:m4.large","RunInstances",,"450 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"VU2VXEQZH5SJ2MRR","MZU6U2429S","VU2VXEQZH5SJ2MRR.MZU6U2429S.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","765155","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","m4.16xlarge","Yes","General purpose","64","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"EU-DedicatedUsage:m4.16xlarge","RunInstances:0102",,"10000 Mbps","Yes",,,,,,,,,,,,,"SQL Server Enterprise","Intel AVX, Intel AVX2, Intel Turbo",
"8ZYM3TU7GUKQRPA3","38NPMPTW36","8ZYM3TU7GUKQRPA3.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",,,"Quantity","11420","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","d2.4xlarge","Yes","Storage optimized","16","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","122 GiB","12 x 2000 HDD","High","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"USW2-BoxUsage:d2.4xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"MTKR2VFGZJYVZTU2","6QCMYABX3D","MTKR2VFGZJYVZTU2.6QCMYABX3D.6YS6EN2CT7","Reserved","USD 0.0 per SUSE Linux (Amazon VPC), x1.16xlarge instance-hour (or partial hour)","2016-10-31","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","x1.16xlarge",,"Memory optimized","64","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","976 Gib","1 x 1,920","High","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"APN1-BoxUsage:x1.16xlarge","RunInstances:000g",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"NA",,
"ZCJJP755WNWQGWFP","4NA7Y494T4","ZCJJP755WNWQGWFP.4NA7Y494T4.6YS6EN2CT7","Reserved","Windows (Amazon VPC), t2.medium instance-hours used this month","2016-11-30","0","Inf","Hrs","0.0600000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","t2.medium",,"General purpose","2","Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS only","Low to Moderate","32-bit or 64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"EU-BoxUsage:t2.medium","RunInstances:0002",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"HS7W7SE5DWXZZ5FR","NQ3QZPMQV9","HS7W7SE5DWXZZ5FR.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows (Amazon VPC), cc2.8xlarge instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","cc2.8xlarge","No","Compute optimized","32","Intel Xeon E5-2670","2.6 GHz","60.5 GiB","4 x 840","10 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"EU-BoxUsage:cc2.8xlarge","RunInstances:0002",,,,,,,,,,,,,,,,"NA",,
"62H675QZ7YACK7C3","JRTCKXETXF","62H675QZ7YACK7C3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per RHEL r4.4xlarge Dedicated Host Instance hour","2017-02-01","0","Inf","Hrs","0.0000000000","USD",,,,"Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","r4.4xlarge","Yes","Memory optimized","16","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","EBS only","Up to 10 Gigabit","64-bit",,,,,,,,"Host",,"RHEL","No License required",,,,,,,,"SAE1-HostBoxUsage:r4.4xlarge","RunInstances:0010",,"3000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX, Intel AVX2, Intel Turbo",
"UG5QD2935PFTKR58","NQ3QZPMQV9","UG5QD2935PFTKR58.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), t1.micro instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","t1.micro",,"Micro instances","1","Variable",,"0.613 GiB","EBS only","Very Low","32-bit or 64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"SAE1-BoxUsage:t1.micro","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web",,
"F9R54JGDY9VTMFB3","MZU6U2429S","F9R54JGDY9VTMFB3.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), m4.16xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","m4.16xlarge","Yes","General purpose","64","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS2-BoxUsage:m4.16xlarge","RunInstances:0202",,"10000 Mbps","Yes",,,,,,,,,,,,,"SQL Web","Intel AVX, Intel AVX2, Intel Turbo",
"Y4XD9NA45RXPDXY7","HU7G6KETJZ","Y4XD9NA45RXPDXY7.HU7G6KETJZ.6YS6EN2CT7","Reserved","SUSE Linux (Amazon VPC), g2.2xlarge instance-hours used this month","2015-04-30","0","Inf","Hrs","0.1540000000","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","g2.2xlarge","Yes","GPU instance","8","Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"BoxUsage:g2.2xlarge","RunInstances:000g",,,,"1",,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"GY7GAK433EZGEWJA","MZU6U2429S","GY7GAK433EZGEWJA.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Red Hat Enterprise Linux (Amazon VPC), i2.2xlarge instance-hour (or partial hour)","2016-09-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","i2.2xlarge","Yes","Storage optimized","8","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","2 x 800 SSD","High","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"EU-BoxUsage:i2.2xlarge","RunInstances:0010",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"9NJZX5JAUACYE56H","JRTCKXETXF","9NJZX5JAUACYE56H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.466 per On Demand Windows with SQL Std r3.xlarge Instance Hour","2017-02-01","0","Inf","Hrs","1.4660000000","USD",,,,"Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","r3.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS2-BoxUsage:r3.xlarge","RunInstances:0006",,,"Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel Turbo",
"QKYCJDCM7MBKZ2FH","R5XV2EPZQZ","QKYCJDCM7MBKZ2FH.R5XV2EPZQZ.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), i2.xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.8540000000","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","EU (Frankfurt)","AWS Region","i2.xlarge","Yes","Storage optimized","4","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 800 SSD","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"EUC1-DedicatedUsage:i2.xlarge","RunInstances:0006",,,"Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel Turbo",
"SV7GJT2UJ3UYKENQ","NQ3QZPMQV9","SV7GJT2UJ3UYKENQ.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per SUSE Linux (Amazon VPC), c1.xlarge instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c1.xlarge","No","Compute optimized","8","Intel Xeon Family",,"7 GiB","4 x 420","High","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"APN1-DedicatedUsage:c1.xlarge","RunInstances:000g",,,,,,,,,,,,,,,,"NA",,
"74DZW9N4CZYAFK93","6QCMYABX3D","74DZW9N4CZYAFK93.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","14408","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","m3.2xlarge","Yes","General purpose","8","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APS1-DedicatedUsage:m3.2xlarge","RunInstances:0006",,,,,,,,,,,,,,,,"SQL Std","Intel AVX; Intel Turbo",
"6WJBRGEK35AAG8PF","38NPMPTW36","6WJBRGEK35AAG8PF.38NPMPTW36.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), c4.8xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","0.6470000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","c4.8xlarge","Yes","Compute optimized","36","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","60 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"APN1-DedicatedUsage:c4.8xlarge","RunInstances:0010",,"4000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"DDTXDG7MMJKV72FM","MZU6U2429S","DDTXDG7MMJKV72FM.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Linux/UNIX (Amazon VPC), m4.16xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","m4.16xlarge","Yes","General purpose","64","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"APS3-BoxUsage:m4.16xlarge","RunInstances",,"10000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX, Intel AVX2, Intel Turbo",
"Y4PMXC8BFZB3UDSY","6QCMYABX3D","Y4PMXC8BFZB3UDSY.6QCMYABX3D.6YS6EN2CT7","Reserved","USD 0.0 per SUSE Linux (Amazon VPC), r4.xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","AWS GovCloud (US)","AWS Region","r4.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","30.5 GiB","EBS only","Up to 10 Gigabit","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"UGW1-DedicatedUsage:r4.xlarge","RunInstances:000g",,"800 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX, Intel AVX2, Intel Turbo",
"N23UBSTNARQRHWES","JRTCKXETXF","N23UBSTNARQRHWES.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.76 per Dedicated Usage SUSE r3.8xlarge Instance Hour","2017-02-01","0","Inf","Hrs","2.7600000000","USD",,,,"Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","r3.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"DedicatedUsage:r3.8xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"WG6PB7GB8ACV9DKP","38NPMPTW36","WG6PB7GB8ACV9DKP.38NPMPTW36.6YS6EN2CT7","Reserved","SUSE Linux (Amazon VPC), c4.2xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","0.1330000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","c4.2xlarge","Yes","Compute optimized","8","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","15 GiB","EBS only","High","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"EU-DedicatedUsage:c4.2xlarge","RunInstances:000g",,"1000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"EK8RQK3XNDHYVHY2","38NPMPTW36","EK8RQK3XNDHYVHY2.38NPMPTW36.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), m4.10xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","0.5580000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","m4.10xlarge","Yes","General purpose","40","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"DedicatedUsage:m4.10xlarge","RunInstances:0010",,"4000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"GTY3QM9GMN76CC5W","MZU6U2429S","GTY3QM9GMN76CC5W.MZU6U2429S.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","70843","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Canada (Central)","AWS Region","d2.8xlarge","Yes","Storage optimized","36","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","244 GiB","24 x 2000 HDD","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"CAN1-DedicatedUsage:d2.8xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"TZW47ZX8PTTGR68B","R5XV2EPZQZ","TZW47ZX8PTTGR68B.R5XV2EPZQZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","35641","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Seoul)","AWS Region","c4.8xlarge","Yes","Compute optimized","36","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","60 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APN2-BoxUsage:c4.8xlarge","RunInstances:0002",,"4000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
